#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-08-15T13:47:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee0d9a0ceb	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/70A&tab:{V/70A/catalog}&key:source=gliese&HTTPPRM:&&-ref=VIZ53ee0d9a0ceb&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/70A/catalog
#-order=I
#-out=Name
#-out=RAB1950
#-out=DEB1950
#-out=Sp
#-out=Vmag
#-out=B-V
#-out=trplx
#-out=plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_5070
#Name: V/70A
#Title: Nearby Stars, Preliminary 3rd Version (Gliese+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	V_70A_catalog:
#Name: V/70A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F7.3)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F7.3)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A8)	Identifier ; see remarks.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A8)	? Right Ascension B1950	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A8)	? Declination B1950	[ucd=pos.eq.dec;meta.main]
#Column	Sp	(a12)	Spectral type or color class	[ucd=src.spType]
#Column	Vmag	(F6.2)	Apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	trplx	(F6.1)	? Trigonometric parallax	[ucd=pos.parallax.trig]
#Column	plx	(F6.1)	? Resulting parallax	[ucd=pos.parallax.trig]
#Column	_RA.icrs	(A8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000|_DEJ2000|Name|RAB1950|DEB1950|Sp|Vmag|B-V|trplx|plx|_RA.icrs|_DE.icrs
275.8707|+28.1682|NN 4055 |18 21 31|+28 08.6|M3          | 12.49| 1.61|      |  72.0|18 23 29.0|+28 10 05
276.0227| +1.6849|NN 4056 |18 21 33|+01 39.6|g           | 11.84| 1.56|      |  72.0|18 24 05.4|+01 41 06
275.2621|+72.7328|Gl 713  |18 21 57|+72 42.7|F7 V        |  3.57| 0.49| 132.6| 132.6|18 21 02.9|+72 43 58
275.6124|+62.0482|GJ 1227 |18 22 05|+62 02.3|m           | 13.41| 1.76| 121.3| 121.3|18 22 27.0|+62 02 53
276.2670|+24.6333|NN 4057 |18 23 01|+24 36.6|M0          | 10.79|     |      |  45.0|18 25 04.1|+24 38 00
276.3832|+38.3551|NN 4058 |18 23 51|+38 20.1|M1          | 11.27| 1.48|      |  39.0|18 25 32.0|+38 21 18
276.6018|+11.3484|NN 4059 |18 24 04|+11 19.3|m           | 12.85|     |      |  52.0|18 26 24.4|+11 20 54
276.9925|-25.4222|Gl 713.1|18 24 53|-25 27.1|K1+ IIIb    |  2.82| 1.04|  59.7|  59.7|18 27 58.2|-25 25 20
277.5497|-58.2737|Gl 714  |18 25 51|-58 18.1|M1          |  9.85| 1.48|  69.2|  69.2|18 30 11.9|-58 16 25
277.4686| -1.8181|Gl 715  |18 27 16|-01 51.0|dK5         |  8.05| 1.10|  50.1|  50.1|18 29 52.5|-01 49 05
277.8292|-18.9082|Gl 716  |18 28 23|-18 56.5|K3 V        |  6.81| 0.85|  83.7|  71.0|18 31 19.0|-18 54 30
277.5857|+54.7900|GJ 1228 |18 29 22|+54 45.0|DXP8        | 15.50| 0.49|  67.2|  67.2|18 30 20.6|+54 47 24
278.5265|-62.7449|NN 4060 |18 29 24|-62 47.0|K7          |  9.52| 1.45|      |  70.0|18 34 06.4|-62 44 42
276.6203|+79.4224|NN 4061 |18 29 49|+79 23.0|K5          |  9.28| 1.18|  32.0|  45.0|18 26 28.9|+79 25 21
278.0418|+13.7358|GJ 1229 |18 29 52|+13 41.8|G8 V        |  7.20| 0.68|      |  40.0|18 32 10.0|+13 44 09
277.9940|+40.6851|NN 4062 |18 30 22|+40 38.5|m           | 11.99|     |      |  79.0|18 31 58.6|+40 41 06
278.3681|-11.6363|Gl 717  |18 30 42|-11 40.3|K7 V        | 10.00| 1.28|  48.3|  48.3|18 33 28.3|-11 38 11
278.3251|+22.3141|Gl 718  |18 31 12|+22 16.9|K4 V        |  8.89| 1.12|  49.7|  45.0|18 33 18.0|+22 18 51
278.4837|+51.7191|Gl 719  |18 32 45|+51 41.0|K6 Ve       |  8.10| 1.22|  58.0|  58.0|18 33 56.1|+51 43 09
279.1149|-44.3052|Wo 9629 |18 32 50|-44 20.7|G0          | 10.23| 0.62|  40.3|  40.3|18 36 27.6|-44 18 19
278.6515|+40.1229|NN 4063 |18 32 58|+40 05.1|M3  p       | 11.42| 1.42|      | 124.0|18 34 36.4|+40 07 22
278.8256|+41.4880|NN 4064 |18 33 41|+41 26.8|M2          | 11.78|     |      |  44.0|18 35 18.1|+41 29 17
278.8259|+45.7433|Gl 720  |18 33 50|+45 41.8|dM2         |  9.85| 1.42|  67.8|  67.8|18 35 18.2|+45 44 36
278.8633|+45.7618|Gl 720  |18 33 59|+45 42.9|m           | 13.02| 1.60|  67.8|  67.8|18 35 27.2|+45 45 42
279.0813|+13.6082|NN 4065 |18 34 01|+13 33.7|M3.5        | 12.46|     |      |  89.0|18 36 19.5|+13 36 30
279.3049|-25.6708|Wo 9630 |18 34 07|-25 42.6|G5 V        |  7.44| 0.69|  41.4|  41.4|18 37 13.2|-25 40 15
279.2362|+38.7843|Gl 721  |18 35 15|+38 44.2|A0 V        |  0.03| 0.00| 129.6| 129.6|18 36 56.7|+38 47 03
279.6887|-14.4905|GJ 2138 |18 35 54|-14 31.7|dM1         | 11.26| 1.56|      |  72.0|18 38 45.3|-14 29 26
279.7205|-21.0519|Gl 722  |18 35 54|-21 05.7|G5 V        |  5.86| 0.68|  71.8|  71.8|18 38 52.9|-21 03 07
279.6453|+20.6274|NN 4066 |18 36 26|+20 35.1|F9          |  9.34| 0.65|  42.7|  42.7|18 38 34.9|+20 37 39
279.5099|+42.6659|Gl 722.1|18 36 28|+42 37.2|dK0  e      |  8.34| 0.82|  43.9|  32.0|18 38 02.4|+42 39 57
280.0731|-10.4652|Gl 723  |18 37 32|-10 30.3|M0.5        | 11.49| 1.55|  66.0|  66.0|18 40 17.5|-10 27 55
280.2384|-13.3798|Gl 724  |18 38 08|-13 25.1|M0          | 10.63| 1.50|  56.2|  56.2|18 40 57.2|-13 22 47
279.9978|+33.4147|NN 4067 |18 38 09|+33 21.8|m           | 13.12|     |      |  49.0|18 39 59.5|+33 24 53
280.2887|+24.7857|GJ 1230 |18 39 04|+24 44.2|k-m         | 12.40| 1.71| 130.2| 136.0|18 41 09.3|+24 47 09
280.2887|+24.7874|GJ 1230 |18 39 04|+24 44.3|m           | 14.00|     | 130.2| 136.0|18 41 09.3|+24 47 15
278.9842|+80.0901|NN 4068 |18 39 36|+80 02.5|M4  e       | 13.22| 1.72|      |  55.0|18 35 56.2|+80 05 24
280.9178|-50.1653|Gl 724.1|18 39 48|-50 12.8|G5 V        |  9.32| 0.68|  52.7|  52.7|18 43 40.3|-50 09 55
280.4048|+39.7036|NN 4069 |18 39 59|+39 39.4|m           | 13.42|     |      |  64.0|18 41 37.1|+39 42 13
280.4951|+31.8297|NN 4070 |18 40 07|+31 46.8|M3          | 11.27|     |      |  85.0|18 41 58.8|+31 49 47
280.7414|-11.1483|GJ 2139 |18 40 12|-11 11.7|DA5         | 14.18| 0.15|      |  53.0|18 42 57.9|-11 08 54
280.6850|+13.9046|NN 4071 |18 40 27|+13 51.0|m           | 12.81|     |      |  96.0|18 42 44.4|+13 54 16
280.8560| +4.3403|NN 4072 |18 40 57|+04 17.3|DA6         | 14.92| 0.14|  40.4|  40.4|18 43 25.4|+04 20 25
280.8412|+40.6732|NN 4073 |18 41 45|+40 36.8|m           | 18.23|     |  70.8|  70.8|18 43 21.9|+40 40 23
280.6872|+59.6315|Gl 725  |18 42 12|+59 33.3|dM4         |  8.90| 1.52| 286.1| 286.1|18 42 44.9|+59 37 53
280.6913|+59.6265|Gl 725  |18 42 13|+59 33.0|dM5         |  9.71| 1.59| 286.1| 286.1|18 42 45.9|+59 37 35
281.4967|-28.9342|NN 4074 |18 42 48|-28 59.0|k           | 12.65| 1.53|      |  41.0|18 45 59.2|-28 56 03
281.1475|+43.8328|Gl 725.1|18 43 05|+43 46.8|K0          |  7.54| 0.84|  50.2|  50.0|18 44 35.4|+43 49 58
281.4176|+20.5458|Gl 725.2|18 43 31|+20 29.8|F6 V        |  4.19| 0.46|  50.1|  50.1|18 45 40.2|+20 32 45
282.1874|-61.6195|NN 4075 |18 44 11|-61 40.1|m           | 12.80|     |      |  42.0|18 48 45.0|-61 37 10
282.1370|-50.7035|Gl 725.3|18 44 39|-50 45.4|G3 V        |  8.70| 0.65|  53.8|  53.8|18 48 32.9|-50 42 13
281.4650|+52.4619|NN 4076 |18 44 47|+52 24.1|M1          | 15.11| 1.85|  50.1|  50.1|18 45 51.6|+52 27 43
281.8649| -3.6394|Gl 726  |18 44 50|-03 41.5|K7          |  8.81| 1.29|  68.3|  71.0|18 47 27.6|-03 38 22
282.0044|-14.5822|NN 4077 |18 45 11|-14 38.1|k           | 12.13| 1.51|      |  45.0|18 48 01.1|-14 34 56
282.3931|-57.4294|NN 4078 |18 45 22|-57 29.0|m           | 12.70|     |      |  90.0|18 49 34.3|-57 25 46
282.6079|-62.0573|NN 4079 |18 45 48|-62 07.0|M3          | 10.72| 1.46|      |  58.0|18 50 25.9|-62 03 26
282.1202|+10.7461|Gl 727  |18 46 07|+10 41.7|dK4         |  7.97| 1.07|  64.1|  64.1|18 48 28.8|+10 44 46
282.2161|+17.4383|Gl 728  |18 46 40|+17 23.2|dM1.5       |  9.22| 1.28|  64.3|  64.3|18 48 51.9|+17 26 18
282.4169|-20.3247|NN 4080 |18 46 42|-20 23.0|K2 III      |  5.24| 1.41|  42.8|  42.8|18 49 40.0|-20 19 29
282.4592|-23.8363|Gl 729  |18 46 45|-23 53.5|dM4.5e      | 10.46| 1.72| 341.1| 341.1|18 49 50.2|-23 50 11
282.5029| +3.0877|Gl 730  |18 47 31|+03 02.1|dM1.5       | 10.74| 1.47|  58.9|  58.9|18 50 00.7|+03 05 16
283.0055|-60.7620|NN 4081 |18 47 35|-60 49.6|m           | 13.40|     |      |  49.0|18 52 01.3|-60 45 43
283.2012|-57.1130|NN 4082 |18 48 35|-57 09.8|M2          | 12.14| 1.47|  30.6|  45.0|18 52 48.3|-57 06 47
282.6907|+47.9721|NN 4083 |18 49 23|+47 54.8|m           | 12.53|     |      |  58.0|18 50 45.8|+47 58 19
282.9160|+24.4570|NN 4084 |18 49 37|+24 23.8|m           | 12.76|     |      |  47.0|18 51 39.8|+24 27 25
282.9648|+16.5845|Gl 731  |18 49 38|+16 31.8|dM1.5       | 10.15| 1.47|  74.8|  74.8|18 51 51.5|+16 35 04
283.5284|-54.3566|NN 4085 |18 50 01|-54 25.1|K3 V        |  9.18| 1.13|      |  40.0|18 54 06.8|-54 21 24
283.5284|-54.3566|NN 4086 |18 50 01|-54 25.1|m           | 12.30|     |      |  40.0|18 54 06.8|-54 21 24
283.4260|-38.6140|Gl 732  |18 50 15|-38 39.8|sdG0        | 12.70| 1.53|  75.2|  75.2|18 53 42.2|-38 36 50
283.4257|-38.6141|Gl 732  |18 50 15|-38 39.8|            | 16.00|     |  75.2|  75.2|18 53 42.2|-38 36 51
282.8974|+52.9750|Gl 732.1|18 50 28|+52 54.6|G9 IVa      |  5.50| 0.84|  41.5|  41.5|18 51 35.4|+52 58 30
283.8261|-37.4987|NN 4087 |18 51 54|-37 33.5|K1 V        |  8.11| 0.88|  36.9|  41.0|18 55 18.3|-37 29 55
283.7806|-22.6708|Wo 9637 |18 52 06|-22 44.1|K3 IIIa:    |  4.99| 1.33|  40.0|  40.0|18 55 07.3|-22 40 15
283.7276|+10.9745|Gl 734  |18 52 33|+10 54.6|dM0         |  9.44| 1.36|  62.1|  62.1|18 54 54.6|+10 58 28
283.7276|+10.9745|Gl 734  |18 52 33|+10 54.6|            | 12.30|     |  62.1|  62.1|18 54 54.6|+10 58 28
283.8649| +8.4025|Gl 735  |18 53 03|+08 20.3|dM3  e      | 10.11| 1.53|  88.6|  88.6|18 55 27.6|+08 24 09
283.9207| +4.2658|Gl 736  |18 53 12|+04 12.1|G8 V        |  8.03| 0.90|  68.8|  42.0|18 55 41.0|+04 15 57
284.3783|-55.9907|Gl 737  |18 53 21|-56 03.1|K7 V        |  9.45| 1.42|  73.1|  73.1|18 57 30.8|-55 59 26
284.3783|-55.9907|Gl 737  |18 53 21|-56 03.1|K5 V        | 10.00|     |  73.1|  73.1|18 57 30.8|-55 59 26
283.9709|+23.5570|Wo 9638 |18 53 47|+23 29.7|K2          |  8.09| 0.91|  40.9|  40.9|18 55 53.0|+23 33 25
284.2907| +7.5739|NN 4088 |18 54 45|+07 30.5|m           | 11.20|     |      |  48.0|18 57 09.8|+07 34 26
284.1091|+46.3814|NN 4089 |18 55 00|+46 18.6|m           | 13.95|     |      |  47.0|18 56 26.2|+46 22 53
284.2564|+32.9019|Gl 738  |18 55 09|+32 50.2|F9 V        |  5.34| 0.59|  56.5|  56.5|18 57 01.5|+32 54 07
284.2564|+32.9019|Gl 738  |18 55 09|+32 50.2|K1 V        |  7.70|     |  56.5|  56.5|18 57 01.5|+32 54 07
284.0666|+54.5309|NN 4090 |18 55 13|+54 28.1|dM0         | 10.44| 1.38|  20.0|  42.0|18 56 16.0|+54 31 51
284.0754|+54.4976|NN 4091 |18 55 15|+54 26.1|m           | 12.04| 1.56|  20.0|  42.0|18 56 18.1|+54 29 51
284.7801|-48.2746|Gl 739  |18 55 20|-48 20.2|M3          | 11.15| 1.46|  87.1|  87.1|18 59 07.2|-48 16 29
284.5018| +5.9079|Gl 740  |18 55 34|+05 51.4|M2 V        |  9.22| 1.46|  94.6|  94.6|18 58 00.4|+05 54 28
284.7143|+30.1806|Wo 9639 |18 56 55|+30 06.5|G2 V        |  6.79| 0.58|  40.6|  35.0|18 58 51.4|+30 10 50
284.9125| +7.9862|NN 4092 |18 57 13|+07 55.1|M2          | 10.86| 1.42|      |  43.0|18 59 39.0|+07 59 10
285.6854| -0.7113|Gl 740.1|19 00 10|-00 47.0|dG5         |  8.43| 0.73|  54.3|  54.3|19 02 44.5|-00 42 41
285.8186|-13.5683|Gl 741  |19 00 29|-13 38.1|M4  :       | 14.85| 1.56|  53.1|  53.1|19 03 16.5|-13 34 06
285.0429|+70.6649|Gl 742  |19 00 39|+70 35.1|DXP5        | 13.20| 0.05|  74.8|  74.8|19 00 10.3|+70 39 54
286.1698|-21.7417|Wo 9641 |19 01 41|-21 49.0|K0 III      |  3.77| 1.01|  43.1|  43.1|19 04 40.8|-21 44 30
285.6148|+70.4280|NN 4093 |19 02 54|+70 21.0|m           | 12.54|     |      |  42.0|19 02 27.5|+70 25 41
285.8220|+63.9923|NN 4094 |19 02 55|+63 55.0|M0          | 10.60| 1.42|      |  40.0|19 03 17.3|+63 59 32
286.2804|+23.0768|Gl 743  |19 03 00|+22 59.8|G9          |  8.55| 0.81|  57.1|  28.0|19 05 07.3|+23 04 36
286.6030|-37.0629|Gl 743.1|19 03 02|-37 08.2|F8 V        |  4.87| 0.52|  52.8|  68.0|19 06 24.7|-37 03 46
286.6030|-37.0629|Gl 743.1|19 03 02|-37 08.2|F8 V        |  5.00|     |  52.8|  68.0|19 06 24.7|-37 03 46
286.3498|+13.8673|NN 4095 |19 03 06|+13 47.5|A0 Vn       |  2.99| 0.01|  39.8|  39.8|19 05 24.0|+13 52 02
286.3354|+25.9215|Gl 743.2|19 03 18|+25 50.7|dK2         |  7.22| 1.03|  20.0|  20.0|19 05 20.5|+25 55 17
286.7199|-37.8103|Gl 744  |19 03 30|-37 53.0|G5 IV       |  6.15| 0.71|  61.2|  61.2|19 06 52.8|-37 48 37
286.7344|-27.6701|Wo 9643 |19 03 49|-27 44.7|K1 III      |  3.32| 1.19|  43.1|  43.1|19 06 56.3|-27 40 12
286.7738|+20.8878|Gl 745  |19 04 58|+20 48.8|sdM2        | 10.76| 1.58| 112.2| 112.2|19 07 05.7|+20 53 16
286.8031|+20.8762|Gl 745  |19 05 05|+20 48.1|sdM2        | 10.75| 1.58| 112.2| 112.2|19 07 12.7|+20 52 34
287.2103|-42.4281|NN 4096 |19 05 18|-42 30.4|K1 V        |  7.88| 0.86|      |  43.0|19 08 50.5|-42 25 41
287.1313|-30.9725|NN 4097 |19 05 19|-31 03.1|K0 V        |  7.82|     |      |  39.0|19 08 31.5|-30 58 21
286.9903|+16.8525|Gl 746  |19 05 43|+16 46.6|G5 V        |  6.07| 0.70|  59.5|  59.5|19 07 57.7|+16 51 09
286.9287|+32.5449|Gl 747  |19 05 45|+32 27.0|M3.5 J      | 11.86| 1.70| 122.6| 122.6|19 07 42.9|+32 32 42
286.9287|+32.5449|Gl 747  |19 05 45|+32 27.0|M5   K      | 12.16|     | 122.6| 122.6|19 07 42.9|+32 32 42
287.0670|+26.5836|GJ 1231 |19 06 15|+26 30.6|m           | 15.16| 1.91|  58.0|  58.0|19 08 16.1|+26 35 01
287.3348|-14.7491|Gl 747.1|19 06 29|-14 49.4|M3          | 12.02| 1.50|  46.9|  46.9|19 09 20.4|-14 44 57
287.1234|+32.2795|NN 4098 |19 06 37|+32 12.1|m           | 11.80|     |      |  81.0|19 08 29.6|+32 16 46
287.2264|+34.0622|Gl 747.2|19 07 04|+33 58.8|dK6         |  9.43| 1.24|  35.0|  46.0|19 08 54.3|+34 03 44
287.7187|-47.1595|Gl 747.3|19 07 10|-47 14.0|K7 V        |  9.36| 1.32|  47.5|  59.0|19 10 52.5|-47 09 34
287.3366|+39.2070|NN 4099 |19 07 39|+39 07.5|M0          | 11.33| 1.53|      |  55.0|19 09 20.8|+39 12 25
287.4651|+17.6669|GJ 1232 |19 07 40|+17 35.5|k-m         | 13.52| 1.85|  93.6|  93.6|19 09 51.6|+17 40 01
287.6607| +1.5369|NN 4100 |19 08 07|+01 27.4|g           | 12.18| 1.50|      |  41.0|19 10 38.6|+01 32 13
286.2285|+79.7558|NN 4101 |19 08 14|+79 40.4|dK8         |  9.72| 1.10|  46.3|  33.0|19 04 54.9|+79 45 21
288.1051|-55.8683|Gl 747.4|19 08 19|-55 57.0|k-m         | 11.31| 1.45|  54.0|  54.0|19 12 25.2|-55 52 06
290.0121|-82.5578|NN 4102 |19 09 13|-82 37.8|M3.5        | 12.70|     |      |  63.0|19 20 02.9|-82 33 28
287.7931|+32.6649|NN 4103 |19 09 18|+32 35.0|m           | 10.48|     |      |  48.0|19 11 10.3|+32 39 54
288.2480|-39.0368|NN 4104 |19 09 32|-39 07.2|M3          | 12.70|     |      |  52.0|19 12 59.5|-39 02 12
288.0600| +2.8880|Gl 748  |19 09 38|+02 48.6|dM4         | 11.10| 1.51|  99.4|  99.4|19 12 14.4|+02 53 17
288.1219|+35.5636|NN 4105 |19 10 40|+35 28.8|m           | 12.01| 1.56|  58.0|  58.0|19 12 29.3|+35 33 49
288.0223|+49.8557|Wo 9648 |19 10 48|+49 45.7|G6 V        |  6.57| 0.65|  43.5|  43.5|19 12 05.3|+49 51 21
288.0190|+49.8542|Wo 9648 |19 10 47|+49 45.6|G6 V        |  6.75| 0.65|  43.5|  43.5|19 12 04.6|+49 51 15
287.2905|+76.5604|Gl 748.1|19 11 01|+76 28.7|F2 V        |  5.13| 0.31|  47.3|  47.3|19 09 09.7|+76 33 38
288.0450|+57.6713|GJ 1233 |19 11 16|+57 34.8|G8 V        |  7.04| 0.79|  39.1|  54.0|19 12 10.8|+57 40 17
288.7441| +2.1650|Gl 748.2|19 12 26|+02 04.3|K4          | 10.20| 1.19|  45.9|  45.9|19 14 58.6|+02 09 54
288.7441| +2.1650|Gl 748.2|19 12 26|+02 04.3|k-m         | 11.17| 1.36|  45.9|  45.9|19 14 58.6|+02 09 54
288.6647|+19.3170|Wo 9652 |19 12 30|+19 13.4|M3          | 11.55|     |  47.9|  47.9|19 14 39.5|+19 19 01
288.6648|+19.3053|Wo 9652 |19 12 30|+19 12.7|M3.5        | 13.27|     |  47.9|  47.9|19 14 39.5|+19 18 19
289.1796|-45.8896|Gl 750  |19 13 03|-45 58.4|K9 V J      | 10.12| 1.42|  72.6|  72.6|19 16 43.1|-45 53 23
289.1796|-45.8896|Gl 750  |19 13 03|-45 58.4|            | 10.10|     |  72.6|  72.6|19 16 43.1|-45 53 23
288.8306|+24.8963|Gl 751  |19 13 14|+24 48.3|dM0         |  9.72| 1.35|  26.9|  51.0|19 15 19.3|+24 53 47
289.2296| +5.1684|Gl 752  |19 14 29|+05 05.8|M3.5Ve      |  9.11| 1.50| 176.7| 176.7|19 16 55.1|+05 10 06
289.2426| +5.1500|Gl 752  |19 14 32|+05 04.7|dM5  e      | 17.52| 2.20| 176.7| 176.7|19 16 58.2|+05 09 00
289.9495|-53.7087|NN 4106 |19 15 48|-53 48.0|M2          | 10.82| 1.58|      |  84.0|19 19 47.9|-53 42 31
290.2004|-45.5575|Gl 754  |19 17 07|-45 36.7|M4.5        | 12.23| 1.68| 175.7| 175.7|19 20 48.1|-45 33 27
289.7434|+38.7229|GJ 1234 |19 17 15|+38 38.0|DC7         | 14.57| 0.44|  85.6|  85.6|19 18 58.4|+38 43 22
289.9113|+37.3315|Gl 754.2|19 17 53|+37 14.4|G8 V        |  6.31| 0.68|  40.7|  60.0|19 19 38.7|+37 19 53
290.1462| -7.6683|Gl 754.1|19 17 53|-07 45.6|DQ5         | 12.28| 0.06|  98.8|  98.8|19 20 35.1|-07 40 06
290.1379| -7.6633|Gl 754.1|19 17 51|-07 45.3|dM5         | 12.12| 1.63|  98.8|  98.8|19 20 33.1|-07 39 48
290.3758|-34.9828|Gl 755  |19 18 12|-35 04.6|G5 V        |  6.48| 0.62|      |  48.0|19 21 30.2|-34 58 58
290.4165|-17.8475|NN 4107 |19 18 46|-17 56.6|F0 IV       |  3.93| 0.23|  39.1|  39.1|19 21 40.0|-17 50 51
290.4184|+14.6762|Gl 755.1|19 19 23|+14 34.9|DA5         | 13.01| 0.06|  50.9|  50.9|19 21 40.4|+14 40 34
290.4108|+20.8670|GJ 1235 |19 19 32|+20 47.5|k-m         | 13.38| 1.71|  98.4|  98.4|19 21 38.6|+20 52 01
290.5109| +7.0441|GJ 1236 |19 19 39|+06 57.2|m           | 12.35| 1.69|  91.5|  91.5|19 22 02.6|+07 02 39
290.4661|+28.6664|Gl 756  |19 19 49|+28 34.0|M1          | 11.53| 1.41|  44.6|  44.6|19 21 51.9|+28 39 59
291.2910|-66.4701|Gl 756.1|19 20 14|-66 34.3|K5 V        |  8.40| 1.04|  38.8|  43.0|19 25 09.8|-66 28 12
290.6690|+29.4307|NN 4108 |19 20 42|+29 20.6|m           | 15.37| 1.82|  47.6|  47.6|19 22 40.6|+29 25 50
291.1433|-22.0624|Gl 757  |19 21 36|-22 09.3|K4          | 10.92| 1.41|  47.4|  47.4|19 24 34.4|-22 03 45
290.8927|+33.2223|Gl 758  |19 21 41|+33 07.3|K0 V        |  6.37| 0.81|  56.7|  56.7|19 23 34.2|+33 13 20
291.2421|+11.9451|Gl 759  |19 22 35|+11 50.2|G8 IV       |  5.16| 0.77|  64.3|  64.3|19 24 58.1|+11 56 42
291.3763| +3.1145|Gl 760  |19 22 59|+03 00.8|F0 IV       |  3.36| 0.32|  72.5|  72.5|19 25 30.3|+03 06 52
291.2869|+28.3551|NN 4109 |19 23 08|+28 15.0|M3.5        | 12.48| 1.56|      |  67.0|19 25 08.9|+28 21 18
291.7141|+16.7156|NN 4110 |19 24 36|+16 37.0|m           | 13.09|     |      |  57.0|19 26 51.4|+16 42 56
291.6065|+49.4649|GJ 1237 |19 25 02|+49 21.2|K3 V        |  8.01| 0.93|  40.7|  48.0|19 26 25.6|+49 27 54
291.0754|+75.5538|GJ 1238 |19 25 40|+75 26.7|m+          | 15.37| 1.94|  90.7|  90.7|19 24 18.1|+75 33 14
292.2707| +7.1606|NN 4111 |19 26 38|+07 03.2|K7          | 10.71| 1.41|      |  47.0|19 29 05.0|+07 09 38
292.4688|-26.9859|Wo 9657 |19 26 47|-27 05.4|K3 III      |  5.52| 1.12|  43.8|  21.0|19 29 52.5|-26 59 09
292.4688|-26.9859|Wo 9657 |19 26 47|-27 05.4|            |  8.69| 0.86|  43.8|  21.0|19 29 52.5|-26 59 09
292.3404|+31.6092|Gl 761.1|19 27 26|+31 30.6|G7 IV       |  6.96| 0.71|  48.4|  48.4|19 29 21.7|+31 36 33
292.7186| -6.5143|Wo 9659 |19 28 12|-06 37.1|G0          |  7.29| 0.64|  41.9|  33.0|19 30 52.5|-06 30 51
293.1274|-35.4520|GJ 1239 |19 29 14|-35 33.7|K5 V        |  8.71| 1.11|      |  50.0|19 32 30.6|-35 27 07
293.0289|-11.2757|GJ 1240 |19 29 20|-11 23.0|K2 V        |  7.57| 0.92|      |  57.0|19 32 06.9|-11 16 33
293.1585| +0.5787|Gl 761.2|19 30 04|+00 28.2|dM0.5       | 10.43| 1.45|  44.6|  44.6|19 32 38.0|+00 34 43
293.4994|-52.4280|NN 4112 |19 30 06|-52 32.0|M4          | 12.80| 1.55|      |  39.0|19 33 59.9|-52 25 41
293.6718|-62.8439|Gl 762  |19 30 10|-62 56.9|m+          | 12.17| 1.48|  60.2|  60.2|19 34 41.2|-62 50 38
292.7825|+58.5852|Gl 762.1|19 30 18|+58 29.0|K1 V        |  6.59| 0.87|  48.6|  48.6|19 31 07.8|+58 35 07
293.5234| +7.3792|Wo 9661 |19 31 39|+07 16.3|K3 IIIb     |  4.45| 1.17|  46.1|  46.1|19 34 05.6|+07 22 45
293.4175|+39.5257|NN 4113 |19 31 56|+39 25.3|M2.5        | 11.70|     |      |  60.0|19 33 40.2|+39 31 32
293.6653| +4.5829|Gl 763  |19 32 09|+04 28.1|dM0.5       |  9.36| 1.39|  73.7|  73.7|19 34 39.7|+04 34 58
293.0914|+69.6619|Gl 764  |19 32 28|+69 34.6|K0 V        |  4.68| 0.79| 178.2| 178.2|19 32 21.9|+69 39 43
293.7734| +8.4603|NN 4114 |19 32 41|+08 21.0|dM1         | 10.38| 1.46|  28.3|  48.0|19 35 05.6|+08 27 37
293.7734| +8.4603|NN 4115 |19 32 41|+08 21.0|            | 12.52| 1.52|  28.3|  48.0|19 35 05.6|+08 27 37
293.5822|+51.2364|NN 4116 |19 33 02|+51 07.7|F7 V        |  5.73| 0.48|  35.3|  41.0|19 34 19.7|+51 14 11
293.7271|+53.2566|NN 4117 |19 33 41|+53 08.3|M3          | 12.20| 1.64|      |  57.0|19 34 54.5|+53 15 24
